grupo,numero,titulo_ptbr,capa_url,logo_url
categorias,26,História,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-026-historia.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-026-historia.webp
categorias,27,Comédia romântica,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-027-comedia-romantica.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-027-comedia-romantica.webp
categorias,28,De explodir a mente,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-028-de-explodir-a-mente.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-028-de-explodir-a-mente.webp
categorias,29,Reviravoltas,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-029-reviravoltas.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-029-reviravoltas.webp
categorias,30,Assaltos,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-030-assaltos.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-030-assaltos.webp
categorias,31,Viagem no tempo,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-031-viagem-no-tempo.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-031-viagem-no-tempo.webp
categorias,32,Super-heróis,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-032-super-herois.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-032-super-herois.webp
categorias,33,Zumbis,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-033-zumbis.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-033-zumbis.webp
categorias,34,Apocalipse,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-034-apocalipse.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-034-apocalipse.webp
categorias,35,Assassinos em série,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-035-assassinos-em-serie.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-035-assassinos-em-serie.webp
categorias,36,Mistérios de assassinato,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-036-misterios-de-assassinato.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-036-misterios-de-assassinato.webp
categorias,37,Loops temporais,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-037-loops-temporais.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-037-loops-temporais.webp
categorias,38,Terror moderno,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-038-terror-moderno.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-038-terror-moderno.webp
categorias,39,Clássicos do terror,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-039-classicos-do-terror.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-039-classicos-do-terror.webp
categorias,40,Espaço sideral,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-040-espaco-sideral.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-040-espaco-sideral.webp
categorias,41,Crimes reais,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-041-crimes-reais.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-041-crimes-reais.webp
categorias,42,100% no Rotten Tomatoes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-042-100-no-rotten-tomatoes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-042-100-no-rotten-tomatoes.webp
categorias,43,História e guerra,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-043-historia-e-guerra.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-043-historia-e-guerra.webp
categorias,44,Natureza,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-044-natureza.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-044-natureza.webp
categorias,45,Comédia stand-up,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-045-comedia-stand-up.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-045-comedia-stand-up.webp
categorias,46,Baseados em fatos reais,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-046-baseados-em-fatos-reais.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-046-baseados-em-fatos-reais.webp
categorias,47,Nostalgia dos anos 80 e 90,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-047-nostalgia-dos-anos-80-e-90.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-047-nostalgia-dos-anos-80-e-90.webp
categorias,48,Melhores dos anos 80 no Rotten Tomatoes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-048-melhores-dos-anos-80-no-rotten-tomatoes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-048-melhores-dos-anos-80-no-rotten-tomatoes.webp
categorias,49,Melhores dos anos 90 no Rotten Tomatoes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-049-melhores-dos-anos-90-no-rotten-tomatoes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-049-melhores-dos-anos-90-no-rotten-tomatoes.webp
categorias,50,Melhores dos anos 2000 no Rotten Tomatoes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-050-melhores-dos-anos-2000-no-rotten-tomatoes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-050-melhores-dos-anos-2000-no-rotten-tomatoes.webp
categorias,51,Melhores dos anos 2010 no Rotten Tomatoes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-051-melhores-dos-anos-2010-no-rotten-tomatoes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-051-melhores-dos-anos-2010-no-rotten-tomatoes.webp
categorias,52,Natal,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-052-natal.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-052-natal.webp
categorias,53,Filmes de Natal para TV,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-053-filmes-de-natal-para-tv.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-053-filmes-de-natal-para-tv.webp
categorias,54,Dia de Ação de Graças,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-054-dia-de-acao-de-gracas.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-054-dia-de-acao-de-gracas.webp
categorias,55,Joias subestimadas,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-055-joias-subestimadas.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-055-joias-subestimadas.webp
categorias,56,Curtas aclamados,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-056-curtas-aclamados.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-056-curtas-aclamados.webp
categorias,57,Épicos,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-057-epicos.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-057-epicos.webp
categorias,58,Para assistir rapidinho,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-058-para-assistir-rapidinho.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-058-para-assistir-rapidinho.webp
categorias,59,Documentários de longa-metragem,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-059-documentarios-de-longa-metragem.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-059-documentarios-de-longa-metragem.webp
categorias,60,Artes marciais,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-060-artes-marciais.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-060-artes-marciais.webp
categorias,100,250 melhores filmes do IMDb,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-100-250-melhores-filmes-do-imdb.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-100-250-melhores-filmes-do-imdb.webp
categorias,101,250 melhores séries do IMDb,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-101-250-melhores-series-do-imdb.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-101-250-melhores-series-do-imdb.webp
categorias,102,250 melhores do Letterboxd,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-102-250-melhores-do-letterboxd.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-102-250-melhores-do-letterboxd.webp
categorias,103,Coleção Criterion,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-103-colecao-criterion.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-103-colecao-criterion.webp
categorias,104,100 melhores do AFI,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-104-100-melhores-do-afi.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-104-100-melhores-do-afi.webp
categorias,105,1001 filmes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-105-1001-filmes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-105-1001-filmes.webp
categorias,106,Oscar: vencedores de Melhor Filme,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-106-oscar-vencedores-de-melhor-filme.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-106-oscar-vencedores-de-melhor-filme.webp
categorias,107,Oscar: indicados a Melhor Filme,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-107-oscar-indicados-a-melhor-filme.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-107-oscar-indicados-a-melhor-filme.webp
categorias,108,Melhores filmes de 2024,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-108-melhores-filmes-de-2024.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-108-melhores-filmes-de-2024.webp
categorias,109,Melhores filmes de 2025,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-109-melhores-filmes-de-2025.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-109-melhores-filmes-de-2025.webp
categorias,110,Melhores séries de 2025,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-110-melhores-series-de-2025.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-110-melhores-series-de-2025.webp
categorias,111,Anos 2020,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-111-anos-2020.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-111-anos-2020.webp
categorias,112,Anos 2010,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-112-anos-2010.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-112-anos-2010.webp
categorias,113,Anos 2000,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-113-anos-2000.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-113-anos-2000.webp
categorias,114,Anos 1990,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-114-anos-1990.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-114-anos-1990.webp
categorias,115,Anos 1980,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-115-anos-1980.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-115-anos-1980.webp
categorias,116,Anos 1970,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-116-anos-1970.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-116-anos-1970.webp
categorias,117,Anos 1960,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-117-anos-1960.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-117-anos-1960.webp
categorias,118,Anos 1950 e anteriores,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-118-anos-1950-e-anteriores.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-118-anos-1950-e-anteriores.webp
categorias,119,Ação dos anos 90,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-119-acao-dos-anos-90.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-119-acao-dos-anos-90.webp
categorias,120,Terror dos anos 80,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-120-terror-dos-anos-80.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-120-terror-dos-anos-80.webp
categorias,121,Ficção científica dos anos 90,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-121-ficcao-cientifica-dos-anos-90.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-121-ficcao-cientifica-dos-anos-90.webp
categorias,122,Ficção científica dos anos 80,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-122-ficcao-cientifica-dos-anos-80.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-122-ficcao-cientifica-dos-anos-80.webp
categorias,123,Comédia dos anos 90,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-123-comedia-dos-anos-90.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-123-comedia-dos-anos-90.webp
categorias,124,Crime dos anos 70,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-124-crime-dos-anos-70.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-124-crime-dos-anos-70.webp
categorias,125,Comédias românticas dos anos 2000,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-125-comedias-romanticas-dos-anos-2000.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-125-comedias-romanticas-dos-anos-2000.webp
categorias,126,Animações dos anos 2010,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-126-animacoes-dos-anos-2010.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-126-animacoes-dos-anos-2010.webp
categorias,127,Nos cinemas,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-127-nos-cinemas.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-127-nos-cinemas.webp
categorias,128,Próximos filmes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-128-proximos-filmes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-128-proximos-filmes.webp
categorias,129,Séries em exibição,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-129-series-em-exibicao.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-129-series-em-exibicao.webp
categorias,130,Exibidos hoje,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-130-exibidos-hoje.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-130-exibidos-hoje.webp
categorias,131,Lançamentos digitais,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-131-lancamentos-digitais.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-131-lancamentos-digitais.webp
categorias,132,Lançamentos recentes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-132-lancamentos-recentes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-132-lancamentos-recentes.webp
categorias,133,Lançamentos em Blu-ray,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-133-lancamentos-em-blu-ray.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-133-lancamentos-em-blu-ray.webp
categorias,134,Séries em exibição,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-134-series-em-exibicao.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-134-series-em-exibicao.webp
categorias,135,Melhores de 2025 segundo o NYT,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-135-melhores-de-2025-segundo-o-nyt.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-135-melhores-de-2025-segundo-o-nyt.webp
categorias,136,Curtos (menos de 90 min),https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-136-curtos-menos-de-90-min.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-136-curtos-menos-de-90-min.webp
categorias,137,Duração padrão (90 a 120 min),https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-137-duracao-padrao-90-a-120-min.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-137-duracao-padrao-90-a-120-min.webp
categorias,138,Longos (2 h a 2 h 30),https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-138-longos-2-h-a-2-h-30.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-138-longos-2-h-a-2-h-30.webp
categorias,139,Épicos (150 min ou mais),https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-139-epicos-150-min-ou-mais.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-139-epicos-150-min-ou-mais.webp
categorias,140,Mais bem avaliados,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-140-mais-bem-avaliados.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-140-mais-bem-avaliados.webp
categorias,141,Lançamentos recentes,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-141-lancamentos-recentes.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-141-lancamentos-recentes.webp
categorias,142,Em alta,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-142-em-alta.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-142-em-alta.webp
categorias,143,Mais populares,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-143-mais-populares.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-143-mais-populares.webp
categorias,144,Em breve,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-144-em-breve.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-144-em-breve.webp
categorias,145,Em exibição,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-capa-145-em-exibicao.webp,https://raw.githubusercontent.com/alenkpedro/xperience-ptbr-artes/main/categoria-logo-145-em-exibicao.webp
